# Supplementary File 3,Sheet 12: Small RNAs significantly down-regulated 2 fold or greater in mut-16 mutant animals at 20ºC.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00044209,-7.71069842927041,WBGene00044209,WBGene00044209,History: N.A.
WBGene00012624,-7.70916467538606,WBGene00012624,WBGene00012624,History: N.A.
WBGene00004057,-7.70838258427097,WBGene00004057,WBGene00004057,History: N.A.
WBGene00009089,-7.70460462754565,WBGene00009089,WBGene00009089,History: N.A.
WBGene00022275,-7.70416791948343,WBGene00022275,WBGene00022275,History: N.A.
WBGene00022685,-7.70355925857786,WBGene00022685,WBGene00022685,History: N.A.
WBGene00003520,-7.70191947816523,WBGene00003520,WBGene00003520,History: N.A.
WBGene00004045,-7.70096218435727,WBGene00004045,WBGene00004045,History: N.A.
WBGene00220218,-7.69974237754701,WBGene00220218,WBGene00220218,History: N.A.
WBGene00195170,-7.69926266469171,WBGene00195170,WBGene00195170,History: N.A.
WBGene00008177,-7.6991038883419,WBGene00008177,WBGene00008177,History: N.A.
WBGene00012498,-7.69836794636036,WBGene00012498,WBGene00012498,History: N.A.
WBGene00013163,-7.69775850213435,WBGene00013163,WBGene00013163,History: N.A.
WBGene00022315,-7.69279590859925,WBGene00022315,WBGene00022315,History: N.A.
WBGene00003523,-7.69153495097659,WBGene00003523,WBGene00003523,History: N.A.
WBGene00044482,-7.6859723552058,WBGene00044482,WBGene00044482,History: N.A.
WBGene00012201,-7.68585536532466,WBGene00012201,WBGene00012201,History: N.A.
WBGene00008517,-7.68481117579694,WBGene00008517,WBGene00008517,History: N.A.
WBGene00004827,-7.68281138598139,WBGene00004827,WBGene00004827,History: N.A.
WBGene00007926,-7.68067401705716,WBGene00007926,WBGene00007926,History: N.A.
WBGene00013234,-7.68028429410909,WBGene00013234,WBGene00013234,History: N.A.
WBGene00007133,-7.67869973230488,WBGene00007133,WBGene00007133,History: N.A.
WBGene00019302,-7.67454084333292,WBGene00019302,WBGene00019302,History: N.A.
WBGene00022543,-7.67367242617139,WBGene00022543,WBGene00022544,"History: Merged into ""WBGene00022544"" on 2017-11-14; Merged into ""WBGene00022544"" on 2017-11-14"
