,Gene,Count
27432,WBGene00050720,3
19702,WBGene00200812,3
27429,WBGene00046963,3
11629,WBGene00011395,3
27427,WBGene00050805,3
27999,WBGene00048500,3
11628,WBGene00016829,3
27424,WBGene00167177,3
27423,WBGene00045612,3
27419,WBGene00167459,3
27416,WBGene00050421,3
28727,WBGene00050241,3
11621,WBGene00019804,3
28726,WBGene00166929,3
10583,WBGene00005550,3
11601,WBGene00015727,3
10622,WBGene00012516,3
27393,WBGene00048579,3
6578,WBGene00044373,3
27372,WBGene00046112,3
27371,WBGene00174766,3
6575,WBGene00045096,3
27368,WBGene00047884,3
10616,WBGene00011506,3
27366,WBGene00165998,3
27365,WBGene00172497,3
11561,WBGene00019621,3
27362,WBGene00168641,3
20878,WBGene00014937,3
11559,WBGene00018620,3
28058,WBGene00046058,3
27360,WBGene00049068,3
6569,WBGene00206509,3
20884,WBGene00077637,3
27356,WBGene00046286,3
27355,WBGene00046592,3
27354,WBGene00046343,3
28059,WBGene00049305,3
10609,WBGene00005525,3
27374,WBGene00047402,3
11586,WBGene00010688,3
27392,WBGene00048938,3
6599,WBGene00010978,3
12419,WBGene00007776,3
28061,WBGene00171048,3
11595,WBGene00012049,3
20849,WBGene00045290,3
20851,WBGene00077625,3
27386,WBGene00046010,3
6591,WBGene00005719,3
27375,WBGene00046761,3
10598,WBGene00016473,3
28060,WBGene00171720,3
12430,WBGene00018180,3
27381,WBGene00048378,3
19657,WBGene00303015,3
7321,WBGene00013649,3
6585,WBGene00045460,3
12432,WBGene00011686,3
27631,WBGene00167130,3
19844,WBGene00014520,3
28083,WBGene00173328,3
27934,WBGene00170691,3
27848,WBGene00048193,3
27846,WBGene00046374,3
20241,WBGene00023282,3
12158,WBGene00045402,3
11950,WBGene00005810,3
10484,WBGene00013417,3
27842,WBGene00174714,3
9779,WBGene00013102,3
10089,WBGene00009707,3
27840,WBGene00173300,3
28074,WBGene00047686,3
27835,WBGene00167183,3
6845,WBGene00020825,3
20256,WBGene00023321,3
20257,WBGene00015826,3
20258,WBGene00011160,3
20261,WBGene00005042,3
20262,WBGene00005031,3
20263,WBGene00016338,3
20235,WBGene00044057,3
27851,WBGene00050180,3
27852,WBGene00168572,3
20215,WBGene00077789,3
11961,WBGene00006206,3
27872,WBGene00048383,3
27871,WBGene00050702,3
20206,WBGene00014964,3
20021,WBGene00008114,3
12140,WBGene00015902,3
10476,WBGene00044649,3
7030,WBGene00219289,3
20216,WBGene00012956,3
27857,WBGene00166088,3
27862,WBGene00048879,3
27861,WBGene00168632,3
27860,WBGene00048179,3
20220,WBGene00014185,3
20222,WBGene00044713,3
20223,WBGene00044951,3
11958,WBGene00006201,3
27933,WBGene00046379,3
27833,WBGene00046980,3
20266,WBGene00013283,3
27875,WBGene00169821,3
20267,WBGene00005175,3
20300,WBGene00014909,3
27937,WBGene00171087,3
27804,WBGene00050406,3
10499,WBGene00005216,3
27802,WBGene00049630,3
28072,WBGene00050312,3
27798,WBGene00048353,3
28766,WBGene00049530,3
20309,WBGene00044804,3
11926,WBGene00006209,3
10361,WBGene00005889,3
20315,WBGene00020065,3
9788,WBGene00005831,3
27794,WBGene00046711,3
19975,WBGene00014487,3
7079,WBGene00004991,3
27792,WBGene00173577,3
27791,WBGene00049302,3
20324,WBGene00011818,3
27808,WBGene00173078,3
11927,WBGene00005664,3
11928,WBGene00005034,3
20278,WBGene00005570,3
12174,WBGene00005597,3
27831,WBGene00165798,3
20271,WBGene00005311,3
27830,WBGene00170987,3
20273,WBGene00005556,3
10489,WBGene00005846,3
10088,WBGene00011933,3
12175,WBGene00005361,3
20279,WBGene00005571,3
6835,WBGene00206483,3
27825,WBGene00050365,3
11934,WBGene00010261,3
28073,WBGene00047719,3
7062,WBGene00189943,3
20285,WBGene00005994,3
11930,WBGene00005289,3
20288,WBGene00005990,3
27816,WBGene00045697,3
20200,WBGene00044905,3
20197,WBGene00005839,3
11918,WBGene00019112,3
18185,WBGene00235304,3
20065,WBGene00022576,3
163,WBGene00077461,3
10431,WBGene00020305,3
28782,WBGene00045727,3
12083,WBGene00044678,3
28077,WBGene00047505,3
6971,WBGene00017260,3
12084,WBGene00000661,3
20062,WBGene00011690,3
10372,WBGene00013783,3
27926,WBGene00170225,3
12003,WBGene00005439,3
6902,WBGene00045188,3
20128,WBGene00003289,3
20057,WBGene00009335,3
12090,WBGene00005211,3
27918,WBGene00166365,3
12000,WBGene00017685,3
10441,WBGene00005913,3
12076,WBGene00022469,3
30251,WBGene00047090,3
9762,WBGene00005791,3
10399,WBGene00006125,3
9758,WBGene00007442,3
6930,WBGene00044806,3
10405,WBGene00005914,3
30247,WBGene00172928,3
10417,WBGene00012054,3
12051,WBGene00005907,3
12054,WBGene00013631,3
12024,WBGene00019051,3
10397,WBGene00018759,3
10097,WBGene00012349,3
6915,WBGene00017122,3
12068,WBGene00001675,3
12014,WBGene00010372,3
12071,WBGene00044645,3
6956,WBGene00044411,3
10388,WBGene00001545,3
6957,WBGene00235133,3
30243,WBGene00195769,3
28076,WBGene00166660,3
11994,WBGene00009900,3
20196,WBGene00010818,3
27911,WBGene00046550,3
27892,WBGene00171517,3
30235,WBGene00049093,3
11978,WBGene00014162,3
9771,WBGene00005545,3
27888,WBGene00166106,3
27887,WBGene00047037,3
27886,WBGene00050485,3
27931,WBGene00171715,3
28079,WBGene00168278,3
12133,WBGene00005383,3
7019,WBGene00206371,3
20188,WBGene00012954,3
27882,WBGene00168349,3
11967,WBGene00012874,3
27932,WBGene00165290,3
11965,WBGene00008551,3
12135,WBGene00005264,3
10473,WBGene00044513,3
27877,WBGene00171773,3
20171,WBGene00077767,3
12127,WBGene00015986,3
11984,WBGene00007466,3
10368,WBGene00044187,3
10445,WBGene00006205,3
20141,WBGene00044940,3
27908,WBGene00165175,3
27903,WBGene00050020,3
11989,WBGene00015417,3
27929,WBGene00168873,3
28795,WBGene00173361,3
12104,WBGene00015465,3
10367,WBGene00011751,3
27897,WBGene00173897,3
20158,WBGene00219969,3
6886,WBGene00009808,3
20161,WBGene00044769,3
20162,WBGene00007654,3
12118,WBGene00010017,3
30236,WBGene00166782,3
12122,WBGene00005753,3
20167,WBGene00014729,3
11922,WBGene00008778,3
20326,WBGene00020547,3
20538,WBGene00050890,3
27682,WBGene00045878,3
27700,WBGene00170584,3
20455,WBGene00045059,3
27699,WBGene00171852,3
20457,WBGene00013113,3
19877,WBGene00014295,3
11829,WBGene00005270,3
19875,WBGene00022896,3
20460,WBGene00194844,3
27696,WBGene00049714,3
19873,WBGene00023102,3
28082,WBGene00048724,3
27693,WBGene00174612,3
27692,WBGene00047744,3
11828,WBGene00005737,3
20469,WBGene00045025,3
20470,WBGene00014948,3
20471,WBGene00045026,3
28069,WBGene00167974,3
27684,WBGene00047988,3
20453,WBGene00045143,3
20452,WBGene00012793,3
20450,WBGene00014886,3
27712,WBGene00174405,3
27718,WBGene00171729,3
20428,WBGene00044285,3
11851,WBGene00007265,3
19893,WBGene00023016,3
19892,WBGene00023108,3
19891,WBGene00023056,3
19890,WBGene00014587,3
27713,WBGene00050570,3
27710,WBGene00049311,3
27702,WBGene00047153,3
11844,WBGene00005738,3
27708,WBGene00045606,3
12230,WBGene00012050,3
11842,WBGene00010410,3
27706,WBGene00172510,3
27960,WBGene00171942,3
20445,WBGene00045018,3
19884,WBGene00195266,3
20475,WBGene00014862,3
20477,WBGene00077502,3
27720,WBGene00167352,3
27681,WBGene00171665,3
20509,WBGene00014711,3
20510,WBGene00008253,3
19860,WBGene00014597,3
27656,WBGene00165526,3
7151,WBGene00008045,3
20516,WBGene00011851,3
9814,WBGene00015757,3
9725,WBGene00006253,3
12268,WBGene00018264,3
7159,WBGene00206475,3
20525,WBGene00014734,3
27973,WBGene00170921,3
20529,WBGene00077442,3
27639,WBGene00169017,3
12270,WBGene00006027,3
27637,WBGene00046987,3
27977,WBGene00050540,3
19845,WBGene00014477,3
27633,WBGene00170346,3
27659,WBGene00048885,3
27968,WBGene00047683,3
27661,WBGene00172327,3
27967,WBGene00048346,3
20479,WBGene00044022,3
19869,WBGene00023117,3
10503,WBGene00005864,3
27679,WBGene00046422,3
27676,WBGene00049539,3
27673,WBGene00047676,3
20487,WBGene00045487,3
20488,WBGene00045496,3
27668,WBGene00167110,3
19862,WBGene00023048,3
27667,WBGene00165425,3
27664,WBGene00168894,3
28753,WBGene00048837,3
10352,WBGene00016227,3
20499,WBGene00077614,3
11822,WBGene00020415,3
20501,WBGene00014701,3
19863,WBGene00022960,3
19896,WBGene00022954,3
20423,WBGene00011421,3
20327,WBGene00023471,3
19928,WBGene00197950,3
27768,WBGene00173403,3
27946,WBGene00174158,3
27947,WBGene00169049,3
27763,WBGene00045890,3
11873,WBGene00023459,3
19938,WBGene00195824,3
27949,WBGene00170150,3
20367,WBGene00045037,3
27758,WBGene00049865,3
19936,WBGene00014586,3
20372,WBGene00023301,3
27952,WBGene00049301,3
20375,WBGene00023303,3
27752,WBGene00170550,3
27751,WBGene00170889,3
19933,WBGene00195573,3
19932,WBGene00195349,3
27953,WBGene00049421,3
19930,WBGene00201312,3
11886,WBGene00018693,3
27945,WBGene00173874,3
20353,WBGene00045028,3
19963,WBGene00044938,3
7080,WBGene00015277,3
20330,WBGene00043993,3
12194,WBGene00003842,3
10502,WBGene00044458,3
20336,WBGene00014980,3
20337,WBGene00023223,3
27786,WBGene00169726,3
27785,WBGene00049815,3
6809,WBGene00194902,3
27944,WBGene00166064,3
11900,WBGene00006113,3
27943,WBGene00045620,3
11893,WBGene00010863,3
27778,WBGene00049190,3
12201,WBGene00006090,3
28071,WBGene00050246,3
11891,WBGene00007451,3
27773,WBGene00048933,3
19929,WBGene00022993,3
19927,WBGene00023218,3
20421,WBGene00006115,3
19926,WBGene00202187,3
19908,WBGene00022977,3
20407,WBGene00010390,3
19907,WBGene00196268,3
20410,WBGene00023511,3
26848,WBGene00049199,3
27726,WBGene00165610,3
19906,WBGene00023004,3
19905,WBGene00014387,3
19904,WBGene00014302,3
20414,WBGene00023464,3
20415,WBGene00023465,3
19903,WBGene00022963,3
20416,WBGene00023488,3
28825,WBGene00050255,3
19899,WBGene00199468,3
20418,WBGene00006079,3
27723,WBGene00047624,3
19898,WBGene00022994,3
19897,WBGene00022999,3
12209,WBGene00021951,3
20404,WBGene00010529,3
27731,WBGene00049984,3
11863,WBGene00005764,3
27743,WBGene00167002,3
10106,WBGene00012630,3
20387,WBGene00044093,3
19925,WBGene00022956,3
27956,WBGene00174508,3
19920,WBGene00004708,3
27740,WBGene00050701,3
20391,WBGene00005220,3
19918,WBGene00195446,3
11856,WBGene00008250,3
20396,WBGene00005673,3
19916,WBGene00201655,3
19915,WBGene00014466,3
19914,WBGene00198464,3
19912,WBGene00199196,3
12208,WBGene00001717,3
20400,WBGene00005731,3
27733,WBGene00048705,3
10320,WBGene00018499,3
6927,WBGene00017034,3
19371,WBGene00271605,3
27118,WBGene00165751,3
12684,WBGene00006188,3
21228,WBGene00169484,3
10958,WBGene00020308,3
27123,WBGene00168596,3
10789,WBGene00019098,3
21231,WBGene00168023,3
9619,WBGene00043052,3
11316,WBGene00044580,3
10956,WBGene00008327,3
27117,WBGene00050340,3
12687,WBGene00019618,3
21433,WBGene00047912,3
12795,WBGene00014191,3
11341,WBGene00005838,3
27124,WBGene00048166,3
17400,WBGene00271651,3
27126,WBGene00045869,3
21438,WBGene00047819,3
9618,WBGene00004176,3
27129,WBGene00165267,3
27130,WBGene00045823,3
27132,WBGene00172365,3
21441,WBGene00046516,3
27133,WBGene00168082,3
26946,WBGene00046866,3
19432,WBGene00189969,3
10961,WBGene00017609,3
10030,WBGene00005217,3
11362,WBGene00018555,3
26945,WBGene00047319,3
11374,WBGene00008324,3
27116,WBGene00172518,3
26954,WBGene00048126,3
21429,WBGene00050225,3
9993,WBGene00017896,3
26974,WBGene00173608,3
11321,WBGene00019851,3
12772,WBGene00010127,3
12692,WBGene00005773,3
21248,WBGene00047289,3
12778,WBGene00019019,3
12690,WBGene00011595,3
10939,WBGene00019106,3
9646,WBGene00008308,3
11144,WBGene00005464,3
27111,WBGene00173919,3
28689,WBGene00046605,3
10799,WBGene00004748,3
12785,WBGene00022568,3
26962,WBGene00173746,3
10792,WBGene00005363,3
26961,WBGene00171777,3
11333,WBGene00022807,3
11143,WBGene00003698,3
11142,WBGene00005407,3
11140,WBGene00016688,3
27113,WBGene00170197,3
21241,WBGene00167173,3
21240,WBGene00050556,3
28039,WBGene00046295,3
11133,WBGene00008064,3
10953,WBGene00000062,3
10795,WBGene00017406,3
26957,WBGene00047941,3
26955,WBGene00047939,3
19445,WBGene00077659,3
21212,WBGene00165513,3
21210,WBGene00169467,3
5855,WBGene00235332,3
10762,WBGene00019192,3
28042,WBGene00046108,3
21461,WBGene00048513,3
27158,WBGene00048713,3
27160,WBGene00047555,3
27161,WBGene00049480,3
18839,WBGene00009849,3
1014,WBGene00011074,3
18837,WBGene00009332,3
21463,WBGene00166554,3
10977,WBGene00016369,3
993,WBGene00021413,3
12664,WBGene00008056,3
26931,WBGene00048613,3
21170,WBGene00014543,3
27157,WBGene00169001,3
26927,WBGene00046390,3
28701,WBGene00049856,3
27168,WBGene00168034,3
27170,WBGene00047362,3
27171,WBGene00045629,3
27172,WBGene00172372,3
10756,WBGene00011620,3
12659,WBGene00015858,3
21161,WBGene00012060,3
27174,WBGene00047694,3
11405,WBGene00005214,3
27175,WBGene00050635,3
26925,WBGene00172488,3
27177,WBGene00049044,3
10972,WBGene00015315,3
9615,WBGene00044786,3
27138,WBGene00045605,3
6457,WBGene00018726,3
10963,WBGene00077439,3
27139,WBGene00049403,3
9647,WBGene00006103,3
12674,WBGene00005843,3
1056,WBGene00023317,3
27141,WBGene00169216,3
21202,WBGene00045736,3
11128,WBGene00005146,3
21451,WBGene00169588,3
26940,WBGene00166312,3
21195,WBGene00050754,3
10770,WBGene00005503,3
11378,WBGene00005763,3
27147,WBGene00174248,3
11127,WBGene00045490,3
11122,WBGene00011878,3
27149,WBGene00049387,3
1043,WBGene00016091,3
26939,WBGene00047465,3
11387,WBGene00017295,3
27152,WBGene00047229,3
27153,WBGene00050827,3
9990,WBGene00005559,3
6464,WBGene00010400,3
11124,WBGene00013294,3
26937,WBGene00166997,3
11123,WBGene00005428,3
1030,WBGene00021385,3
28041,WBGene00168996,3
27156,WBGene00045773,3
26975,WBGene00049851,3
27103,WBGene00169759,3
28045,WBGene00048962,3
11234,WBGene00017403,3
10896,WBGene00005627,3
27068,WBGene00049226,3
19031,WBGene00219754,3
27067,WBGene00171660,3
19304,WBGene00219779,3
27066,WBGene00049871,3
12717,WBGene00020602,3
11148,WBGene00021524,3
21303,WBGene00166495,3
27064,WBGene00049338,3
28027,WBGene00169981,3
9938,WBGene00008817,3
10000,WBGene00005544,3
17488,WBGene00269337,3
27020,WBGene00172713,3
27019,WBGene00047082,3
18984,WBGene00014107,3
27071,WBGene00171672,3
19346,WBGene00189931,3
27072,WBGene00048024,3
27074,WBGene00172504,3
11189,WBGene00020619,3
27016,WBGene00047898,3
27015,WBGene00050673,3
11256,WBGene00018554,3
27013,WBGene00050856,3
10905,WBGene00019676,3
10861,WBGene00016861,3
11186,WBGene00021196,3
27012,WBGene00049169,3
27011,WBGene00050781,3
12741,WBGene00005194,3
27023,WBGene00167501,3
21306,WBGene00049256,3
27052,WBGene00171237,3
10888,WBGene00011179,3
28030,WBGene00170879,3
10886,WBGene00018655,3
11198,WBGene00006087,3
27041,WBGene00049038,3
12727,WBGene00010601,3
27043,WBGene00045782,3
27045,WBGene00046498,3
10879,WBGene00016804,3
11204,WBGene00005086,3
10003,WBGene00009525,3
11205,WBGene00005629,3
27051,WBGene00046851,3
29771,WBGene00046190,3
27031,WBGene00048255,3
12720,WBGene00005672,3
27053,WBGene00165532,3
12736,WBGene00005740,3
27030,WBGene00165914,3
27028,WBGene00049252,3
10876,WBGene00019981,3
27057,WBGene00174902,3
12739,WBGene00005933,3
11215,WBGene00012893,3
27059,WBGene00047155,3
12722,WBGene00008055,3
11221,WBGene00016832,3
11227,WBGene00005555,3
27025,WBGene00169856,3
27024,WBGene00050476,3
12747,WBGene00005766,3
10906,WBGene00044399,3
27010,WBGene00050699,3
11163,WBGene00006262,3
9948,WBGene00006126,3
26992,WBGene00046016,3
21388,WBGene00050529,3
21389,WBGene00165232,3
26990,WBGene00047789,3
21267,WBGene00049497,3
10921,WBGene00019389,3
26987,WBGene00046709,3
6157,WBGene00200078,3
11287,WBGene00005667,3
27094,WBGene00046753,3
27095,WBGene00171650,3
27096,WBGene00050139,3
26985,WBGene00048783,3
27099,WBGene00170590,3
27090,WBGene00172339,3
26983,WBGene00045928,3
26982,WBGene00165846,3
21259,WBGene00169957,3
26979,WBGene00047021,3
10823,WBGene00022526,3
11298,WBGene00016280,3
11301,WBGene00005412,3
11155,WBGene00011150,3
11303,WBGene00006242,3
21258,WBGene00165573,3
11305,WBGene00010762,3
10816,WBGene00012729,3
26977,WBGene00045873,3
12770,WBGene00019614,3
19047,WBGene00020482,3
10835,WBGene00005835,3
29775,WBGene00050848,3
9636,WBGene00005284,3
27008,WBGene00170605,3
27007,WBGene00049886,3
11257,WBGene00005957,3
27076,WBGene00168976,3
27006,WBGene00048309,3
12748,WBGene00000436,3
11265,WBGene00005299,3
10853,WBGene00003863,3
27005,WBGene00169018,3
19362,WBGene00045555,3
10909,WBGene00005486,3
27081,WBGene00048419,3
10910,WBGene00018382,3
9926,WBGene00021859,3
10912,WBGene00006133,3
19046,WBGene00003719,3
27000,WBGene00047161,3
26999,WBGene00171546,3
21280,WBGene00169058,3
28090,WBGene00049466,3
28037,WBGene00169941,3
7689,WBGene00022571,3
27084,WBGene00047442,3
10842,WBGene00010603,3
26998,WBGene00168907,3
10916,WBGene00005599,3
26997,WBGene00167977,3
19374,WBGene00014841,3
26996,WBGene00170791,3
26994,WBGene00050712,3
7560,WBGene00010224,3
12734,WBGene00022527,3
27217,WBGene00050614,3
27228,WBGene00048088,3
27271,WBGene00167277,3
28048,WBGene00166150,3
11444,WBGene00016743,3
27225,WBGene00172719,3
27270,WBGene00050220,3
27226,WBGene00170724,3
28012,WBGene00045726,3
26873,WBGene00048767,3
26900,WBGene00173017,3
11445,WBGene00005606,3
12839,WBGene00005481,3
11049,WBGene00005862,3
12633,WBGene00001959,3
26898,WBGene00171726,3
27268,WBGene00166143,3
28015,WBGene00168285,3
11476,WBGene00011518,3
28705,WBGene00166429,3
7766,WBGene00019675,3
9986,WBGene00019453,3
27236,WBGene00165995,3
21052,WBGene00086564,3
12836,WBGene00019349,3
26902,WBGene00046651,3
9604,WBGene00013929,3
10722,WBGene00005315,3
26867,WBGene00048903,3
11043,WBGene00017805,3
27212,WBGene00167944,3
26906,WBGene00047811,3
19510,WBGene00271703,3
11045,WBGene00005179,3
26904,WBGene00169331,3
12830,WBGene00007842,3
26868,WBGene00050588,3
27215,WBGene00173408,3
21513,WBGene00046123,3
21529,WBGene00045655,3
21535,WBGene00050794,3
19555,WBGene00045371,3
26870,WBGene00174082,3
26871,WBGene00173319,3
11023,WBGene00005512,3
10999,WBGene00006273,3
27221,WBGene00047626,3
27272,WBGene00050601,3
10717,WBGene00021234,3
12832,WBGene00005538,3
27238,WBGene00046681,3
26876,WBGene00045779,3
857,WBGene00045323,3
26887,WBGene00049007,3
9655,WBGene00005572,3
26891,WBGene00166369,3
26890,WBGene00047958,3
9606,WBGene00022442,3
805,WBGene00005917,3
21516,WBGene00049809,3
26882,WBGene00047706,3
11461,WBGene00018865,3
19542,WBGene00005082,3
26888,WBGene00171655,3
6496,WBGene00008842,3
12850,WBGene00015712,3
26886,WBGene00047062,3
19202,WBGene00005307,3
11076,WBGene00018826,3
12616,WBGene00015222,3
28091,WBGene00048647,3
18764,WBGene00007483,3
11462,WBGene00007379,3
11080,WBGene00009596,3
27254,WBGene00049695,3
27255,WBGene00174100,3
27247,WBGene00045963,3
11457,WBGene00017662,3
26892,WBGene00166080,3
11009,WBGene00019857,3
27240,WBGene00048125,3
11061,WBGene00005569,3
27266,WBGene00046094,3
28709,WBGene00173637,3
27241,WBGene00172089,3
27264,WBGene00048112,3
9882,WBGene00022095,3
27242,WBGene00165433,3
21062,WBGene00023024,3
12625,WBGene00021138,3
19125,WBGene00045099,3
12845,WBGene00018541,3
11473,WBGene00015068,3
26894,WBGene00045855,3
21520,WBGene00169890,3
21063,WBGene00194702,3
18771,WBGene00044909,3
28016,WBGene00049881,3
27244,WBGene00169185,3
9975,WBGene00019145,3
27245,WBGene00046256,3
27278,WBGene00050054,3
10692,WBGene00010021,3
10685,WBGene00005365,3
26854,WBGene00046455,3
21031,WBGene00195057,3
27189,WBGene00049523,3
10731,WBGene00017566,3
10730,WBGene00020775,3
11040,WBGene00005849,3
26865,WBGene00172644,3
27192,WBGene00173940,3
26856,WBGene00171173,3
27193,WBGene00049219,3
27196,WBGene00166864,3
11106,WBGene00005801,3
7780,WBGene00009194,3
10988,WBGene00003665,3
10729,WBGene00005635,3
12651,WBGene00005981,3
10989,WBGene00005285,3
26860,WBGene00167348,3
26916,WBGene00046547,3
27198,WBGene00045530,3
11418,WBGene00011618,3
27291,WBGene00165469,3
18801,WBGene00219908,3
6519,WBGene00010343,3
21015,WBGene00206385,3
27304,WBGene00168269,3
26850,WBGene00050404,3
27301,WBGene00049006,3
27179,WBGene00168553,3
11409,WBGene00005755,3
28052,WBGene00168410,3
11413,WBGene00012541,3
27298,WBGene00048453,3
21556,WBGene00169463,3
21150,WBGene00018365,3
11414,WBGene00017709,3
21148,WBGene00022917,3
17384,WBGene00021610,3
27185,WBGene00048575,3
21554,WBGene00167259,3
11500,WBGene00013566,3
26919,WBGene00048524,3
11027,WBGene00005433,3
27287,WBGene00174362,3
27191,WBGene00167583,3
11485,WBGene00044106,3
10992,WBGene00018810,3
27206,WBGene00049358,3
9872,WBGene00005868,3
11430,WBGene00006173,3
11428,WBGene00016480,3
19508,WBGene00302974,3
11492,WBGene00008716,3
903,WBGene00011534,3
26909,WBGene00170234,3
26864,WBGene00048540,3
28702,WBGene00170247,3
18726,WBGene00014703,3
12828,WBGene00016921,3
26907,WBGene00050639,3
28686,WBGene00047180,3
28093,WBGene00045723,3
27285,WBGene00166411,3
28018,WBGene00047662,3
26912,WBGene00049811,3
17376,WBGene00018063,3
10043,WBGene00006198,3
19160,WBGene00022733,3
29537,WBGene00046067,2
28384,WBGene00171623,2
25433,WBGene00166774,2
28348,WBGene00047197,2
29519,WBGene00171802,2
29494,WBGene00166655,2
25410,WBGene00050024,2
29532,WBGene00174905,2
27955,WBGene00050224,2
30237,WBGene00048065,2
29369,WBGene00170755,2
29479,WBGene00170807,2
27954,WBGene00167229,2
28383,WBGene00046765,2
31522,WBGene00017136,2
25188,WBGene00173994,2
28033,WBGene00048776,2
25405,WBGene00045816,2
24445,WBGene00196216,2
29741,WBGene00045674,2
28347,WBGene00165363,2
27962,WBGene00047880,2
29347,WBGene00047549,2
29734,WBGene00167731,2
29683,WBGene00166089,2
27930,WBGene00049953,2
25159,WBGene00269391,2
29725,WBGene00049142,2
31516,WBGene00017168,2
28791,WBGene00173460,2
27961,WBGene00166711,2
25439,WBGene00050726,2
28792,WBGene00173785,2
28465,WBGene00048574,2
28382,WBGene00171992,2
29570,WBGene00170811,2
30246,WBGene00047204,2
29516,WBGene00165672,2
29389,WBGene00165803,2
28823,WBGene00168198,2
28343,WBGene00168289,2
28442,WBGene00045702,2
29739,WBGene00047611,2
30244,WBGene00045735,2
28353,WBGene00166154,2
25168,WBGene00019297,2
28824,WBGene00166065,2
28466,WBGene00048650,2
29576,WBGene00169776,2
30340,WBGene00201350,2
25423,WBGene00049119,2
28351,WBGene00173717,2
28793,WBGene00050820,2
30239,WBGene00172025,2
29574,WBGene00174401,2
25421,WBGene00045964,2
29379,WBGene00171745,2
28345,WBGene00165903,2
25166,WBGene00003521,2
29572,WBGene00047008,2
28794,WBGene00048702,2
25162,WBGene00016268,2
29702,WBGene00167041,2
29359,WBGene00167470,2
28315,WBGene00046208,2
29375,WBGene00168590,2
28444,WBGene00171359,2
28443,WBGene00168434,2
28032,WBGene00048420,2
29711,WBGene00047099,2
29511,WBGene00172771,2
25163,WBGene00008248,2
25165,WBGene00018463,2
27958,WBGene00167290,2
29390,WBGene00172956,2
30341,WBGene00020918,2
30245,WBGene00168723,2
25329,WBGene00271807,2
28817,WBGene00165422,2
29673,WBGene00167553,2
29600,WBGene00048412,2
28804,WBGene00050297,2
25285,WBGene00235380,2
25286,WBGene00255704,2
29455,WBGene00047529,2
29406,WBGene00168178,2
28327,WBGene00173385,2
25359,WBGene00044930,2
25357,WBGene00199017,2
27935,WBGene00171342,2
28363,WBGene00046153,2
28826,WBGene00174797,2
29450,WBGene00048601,2
28124,WBGene00077562,2
25297,WBGene00044099,2
25352,WBGene00219557,2
28805,WBGene00046093,2
28326,WBGene00050171,2
29604,WBGene00049773,2
25267,WBGene00003088,2
25373,WBGene00196042,2
25261,WBGene00044928,2
28325,WBGene00171075,2
28809,WBGene00166230,2
28368,WBGene00045985,2
29399,WBGene00046933,2
25270,WBGene00009585,2
25363,WBGene00169055,2
28455,WBGene00045526,2
25272,WBGene00009997,2
28461,WBGene00173676,2
25371,WBGene00166989,2
28807,WBGene00048067,2
28366,WBGene00171811,2
25351,WBGene00196099,2
30226,WBGene00197378,2
25403,WBGene00047346,2
25346,WBGene00219381,2
28125,WBGene00206360,2
25334,WBGene00306002,2
28335,WBGene00048680,2
25320,WBGene00021957,2
28803,WBGene00165856,2
29409,WBGene00168445,2
29597,WBGene00174738,2
28460,WBGene00170663,2
28801,WBGene00048158,2
29442,WBGene00172033,2
28802,WBGene00165891,2
24473,WBGene00219362,2
28336,WBGene00168383,2
25331,WBGene00303042,2
24472,WBGene00011014,2
25337,WBGene00303097,2
30224,WBGene00020603,2
28456,WBGene00046274,2
28338,WBGene00050739,2
25345,WBGene00303089,2
25302,WBGene00236789,2
29599,WBGene00168663,2
25344,WBGene00306001,2
29596,WBGene00049474,2
25308,WBGene00302984,2
25342,WBGene00303364,2
30203,WBGene00165653,2
25341,WBGene00219394,2
28360,WBGene00170656,2
25310,WBGene00303091,2
28800,WBGene00048890,2
28331,WBGene00171776,2
30200,WBGene00199230,2
25258,WBGene00219234,2
28341,WBGene00165349,2
24463,WBGene00235325,2
25374,WBGene00198974,2
29661,WBGene00166182,2
29653,WBGene00016699,2
29651,WBGene00168727,2
31504,WBGene00194910,2
29410,WBGene00169090,2
28379,WBGene00047534,2
28816,WBGene00167666,2
29394,WBGene00166003,2
28449,WBGene00048035,2
29582,WBGene00167118,2
28815,WBGene00047164,2
28075,WBGene00167043,2
28320,WBGene00050438,2
29592,WBGene00047566,2
28797,WBGene00046176,2
28446,WBGene00045756,2
25399,WBGene00046373,2
28380,WBGene00174380,2
24448,WBGene00007410,2
27950,WBGene00046492,2
25213,WBGene00047790,2
28319,WBGene00170968,2
28445,WBGene00168625,2
29391,WBGene00172778,2
29578,WBGene00049578,2
28822,WBGene00171147,2
25400,WBGene00046607,2
28820,WBGene00170935,2
27948,WBGene00046405,2
28819,WBGene00049900,2
29667,WBGene00165520,2
28796,WBGene00047331,2
28818,WBGene00173220,2
30234,WBGene00200059,2
28321,WBGene00046610,2
28814,WBGene00171558,2
28322,WBGene00048265,2
30150,WBGene00005716,2
24477,WBGene00235261,2
28031,WBGene00049576,2
25382,WBGene00200827,2
25381,WBGene00200561,2
29458,WBGene00045825,2
28356,WBGene00165279,2
25384,WBGene00198462,2
31493,WBGene00201096,2
25377,WBGene00023269,2
28371,WBGene00047000,2
29629,WBGene00172804,2
27936,WBGene00047176,2
28126,WBGene00012411,2
28452,WBGene00167239,2
27938,WBGene00050855,2
29465,WBGene00173492,2
