,Gene,Count
17191,WBGene00000255,6
16906,WBGene00010926,6
7652,WBGene00002270,6
7951,WBGene00016366,6
16907,WBGene00044043,6
16909,WBGene00019609,6
7506,WBGene00022392,6
8051,WBGene00020640,6
12729,WBGene00010748,6
24511,WBGene00199557,6
9019,WBGene00005099,6
13030,WBGene00008489,6
19015,WBGene00007546,6
8031,WBGene00007496,6
9966,WBGene00012334,6
12468,WBGene00006142,6
9034,WBGene00006148,6
7887,WBGene00020309,6
13220,WBGene00044199,6
10328,WBGene00001507,6
7890,WBGene00007745,6
21235,WBGene00048608,6
20993,WBGene00235159,6
7467,WBGene00018307,6
11183,WBGene00006131,6
9989,WBGene00006195,6
21227,WBGene00165943,6
10324,WBGene00011621,6
11172,WBGene00015871,6
10321,WBGene00020233,6
7594,WBGene00005548,6
7477,WBGene00009700,6
12578,WBGene00006187,6
9539,WBGene00044778,6
13195,WBGene00005247,6
14801,WBGene00003535,6
7970,WBGene00015741,6
12582,WBGene00005999,6
9036,WBGene00005653,6
5797,WBGene00044120,6
7487,WBGene00019921,6
12682,WBGene00020646,6
134,WBGene00001593,6
7448,WBGene00017308,6
12516,WBGene00010707,6
12551,WBGene00008315,6
20956,WBGene00220084,6
13283,WBGene00006642,6
14865,WBGene00008247,6
7409,WBGene00194815,6
11193,WBGene00021144,6
8024,WBGene00017338,6
12713,WBGene00015751,6
10336,WBGene00044084,6
13043,WBGene00044356,6
20962,WBGene00269438,6
13046,WBGene00020243,6
19229,WBGene00010963,6
19303,WBGene00018949,6
9131,WBGene00015840,6
9027,WBGene00021436,6
21284,WBGene00171988,6
24367,WBGene00045870,6
7430,WBGene00015376,6
20967,WBGene00235354,6
20969,WBGene00219594,6
10334,WBGene00005291,6
7885,WBGene00011293,6
9665,WBGene00018619,6
9533,WBGene00000025,6
13232,WBGene00006153,6
5729,WBGene00018069,6
13007,WBGene00045498,6
13520,WBGene00021360,6
12663,WBGene00003849,6
15084,WBGene00020578,6
14706,WBGene00011158,6
7251,WBGene00011130,6
14707,WBGene00013976,6
15001,WBGene00017315,6
9630,WBGene00019040,6
6114,WBGene00022983,6
7946,WBGene00015179,6
7259,WBGene00010784,6
16783,WBGene00019901,6
13471,WBGene00012162,6
12756,WBGene00019289,6
13463,WBGene00005140,6
24456,WBGene00043120,6
13151,WBGene00021384,6
8116,WBGene00008897,6
9157,WBGene00050894,6
9476,WBGene00002107,6
24457,WBGene00195050,6
7518,WBGene00044132,6
24523,WBGene00219238,6
12751,WBGene00011140,6
7282,WBGene00014200,6
14714,WBGene00007465,6
16805,WBGene00008093,6
17825,WBGene00235305,6
9067,WBGene00015254,6
8107,WBGene00012853,6
18967,WBGene00077635,6
9623,WBGene00016881,6
63,WBGene00012816,6
13518,WBGene00020384,6
15044,WBGene00021612,6
8993,WBGene00019137,6
11263,WBGene00006488,6
19207,WBGene00017695,6
9584,WBGene00005440,6
9160,WBGene00016557,6
7230,WBGene00012440,6
14991,WBGene00018255,6
12773,WBGene00020548,6
14993,WBGene00005004,6
9462,WBGene00013838,6
7233,WBGene00195241,6
8146,WBGene00018175,6
7585,WBGene00016666,6
12973,WBGene00017228,6
14696,WBGene00044156,6
20687,WBGene00005511,6
14994,WBGene00015419,6
13499,WBGene00003909,6
11151,WBGene00001673,6
10858,WBGene00007289,6
24453,WBGene00043702,6
14881,WBGene00006676,6
20786,WBGene00006185,6
21351,WBGene00045733,6
9152,WBGene00021801,6
12422,WBGene00017426,6
7860,WBGene00269355,6
15088,WBGene00018727,6
13393,WBGene00010143,6
15189,WBGene00009209,6
14733,WBGene00021504,6
19235,WBGene00195067,6
17456,WBGene00235341,6
11154,WBGene00005447,6
9062,WBGene00009615,6
7322,WBGene00013455,6
13384,WBGene00009497,6
19338,WBGene00077750,6
13376,WBGene00010614,6
8079,WBGene00015100,6
12438,WBGene00000859,6
8072,WBGene00011354,6
14745,WBGene00003542,6
7343,WBGene00012178,6
12451,WBGene00011515,6
12461,WBGene00018211,6
7511,WBGene00012839,6
13356,WBGene00012962,6
15173,WBGene00011855,6
17202,WBGene00021245,6
5720,WBGene00011628,6
12995,WBGene00015448,6
12401,WBGene00021947,6
18990,WBGene00012155,6
12607,WBGene00019251,6
8106,WBGene00016089,6
9478,WBGene00008472,6
20787,WBGene00006194,6
11244,WBGene00021166,6
24248,WBGene00235356,6
16820,WBGene00006310,6
16822,WBGene00015426,6
15208,WBGene00010359,6
11241,WBGene00011581,6
15205,WBGene00008627,6
13416,WBGene00006204,6
49,WBGene00012451,6
12413,WBGene00015566,6
12416,WBGene00003686,6
13408,WBGene00015527,6
21061,WBGene00012137,6
7859,WBGene00018913,6
13405,WBGene00045336,6
11237,WBGene00010073,6
12604,WBGene00044176,6
12750,WBGene00019525,6
20843,WBGene00011448,6
8093,WBGene00003743,6
24492,WBGene00018281,6
14701,WBGene00017233,6
18671,WBGene00009852,6
13850,WBGene00019046,6
11760,WBGene00016692,6
11767,WBGene00007608,6
8858,WBGene00005493,6
9826,WBGene00005105,6
14150,WBGene00050968,6
16063,WBGene00044537,6
8662,WBGene00012080,6
19785,WBGene00016941,6
24808,WBGene00219383,6
10690,WBGene00005554,6
23332,WBGene00047411,6
23334,WBGene00171746,6
11753,WBGene00017297,6
6693,WBGene00009155,6
9285,WBGene00013179,6
369,WBGene00044484,6
16070,WBGene00021280,6
8859,WBGene00010929,6
10691,WBGene00005422,6
14464,WBGene00011630,6
19794,WBGene00021572,6
10516,WBGene00018559,6
816,WBGene00077459,6
818,WBGene00020232,6
11458,WBGene00020875,6
14480,WBGene00010894,6
6722,WBGene00045269,6
18772,WBGene00017375,6
9185,WBGene00015832,6
19819,WBGene00219454,6
8643,WBGene00008983,6
16104,WBGene00045406,6
14454,WBGene00045252,6
19775,WBGene00011822,6
19547,WBGene00007909,6
10278,WBGene00077684,6
19743,WBGene00045322,6
8837,WBGene00005496,6
14442,WBGene00044480,6
14197,WBGene00010791,6
8838,WBGene00009914,6
23429,WBGene00050898,6
10555,WBGene00021708,6
23426,WBGene00007389,6
11690,WBGene00005219,6
506,WBGene00016082,6
16006,WBGene00009843,6
11484,WBGene00009822,6
11707,WBGene00003714,6
8685,WBGene00009907,6
11717,WBGene00005685,6
11737,WBGene00018549,6
10544,WBGene00009742,6
10543,WBGene00003595,6
24849,WBGene00016189,6
14447,WBGene00016503,6
18466,WBGene00045386,6
6677,WBGene00013655,6
14171,WBGene00008557,6
24847,WBGene00044631,6
24844,WBGene00011229,6
24842,WBGene00021513,6
10535,WBGene00011546,6
24832,WBGene00045365,6
16038,WBGene00010854,6
9220,WBGene00022343,6
11796,WBGene00016232,6
11813,WBGene00021953,6
9839,WBGene00022331,6
11870,WBGene00020484,6
9799,WBGene00020154,6
19947,WBGene00023182,6
11875,WBGene00005690,6
11874,WBGene00013371,6
19945,WBGene00023181,6
10735,WBGene00009826,6
6789,WBGene00138721,6
14130,WBGene00001966,6
11426,WBGene00011024,6
8888,WBGene00005770,6
16180,WBGene00017474,6
18334,WBGene00019841,6
16170,WBGene00017850,6
18335,WBGene00014777,6
16202,WBGene00010598,6
14051,WBGene00018754,6
19949,WBGene00014476,6
11889,WBGene00015726,6
14047,WBGene00003174,6
8894,WBGene00009858,6
24711,WBGene00017139,6
936,WBGene00007319,6
8579,WBGene00045458,6
947,WBGene00003445,6
19955,WBGene00014546,6
11902,WBGene00044733,6
8576,WBGene00043982,6
11904,WBGene00010322,6
19960,WBGene00045168,6
24696,WBGene00007316,6
19965,WBGene00198725,6
16166,WBGene00011417,6
18793,WBGene00019749,6
16163,WBGene00016451,6
14490,WBGene00011381,6
16114,WBGene00044244,6
10708,WBGene00021666,6
10044,WBGene00020609,6
8870,WBGene00018105,6
15556,WBGene00016530,6
23235,WBGene00047080,6
10712,WBGene00045405,6
6750,WBGene00013493,6
14120,WBGene00019355,6
11443,WBGene00020698,6
24753,WBGene00002119,6
8873,WBGene00014189,6
6755,WBGene00206388,6
14108,WBGene00009890,6
18359,WBGene00014838,6
11848,WBGene00019103,6
11831,WBGene00044677,6
11440,WBGene00044162,6
16145,WBGene00003846,6
19879,WBGene00023094,6
18355,WBGene00220019,6
14104,WBGene00009114,6
11838,WBGene00019691,6
11439,WBGene00018114,6
9809,WBGene00044464,6
11435,WBGene00021145,6
24745,WBGene00000166,6
15535,WBGene00011077,6
10126,WBGene00005613,6
14094,WBGene00021183,6
15987,WBGene00011005,6
18494,WBGene00219617,6
24687,WBGene00044923,6
24952,WBGene00016034,6
8762,WBGene00008069,6
11554,WBGene00003716,6
14318,WBGene00009547,6
25102,WBGene00012457,6
14320,WBGene00015082,6
19629,WBGene00011420,6
11550,WBGene00044571,6
6587,WBGene00016254,6
14367,WBGene00001539,6
14326,WBGene00001135,6
6557,WBGene00044113,6
10651,WBGene00010586,6
680,WBGene00005522,6
14328,WBGene00044116,6
24948,WBGene00009534,6
19634,WBGene00020844,6
25132,WBGene00015281,6
15815,WBGene00018227,6
6538,WBGene00015679,6
10061,WBGene00013774,6
8756,WBGene00044208,6
18620,WBGene00268216,6
15697,WBGene00020247,6
614,WBGene00018110,6
10608,WBGene00022866,6
15834,WBGene00010971,6
18695,WBGene00011285,6
24931,WBGene00005436,6
6536,WBGene00000555,6
11508,WBGene00019484,6
19653,WBGene00014089,6
10633,WBGene00009611,6
24956,WBGene00044578,6
8803,WBGene00044416,6
14339,WBGene00017598,6
10647,WBGene00021042,6
24984,WBGene00006170,6
8795,WBGene00013471,6
24974,WBGene00008222,6
24973,WBGene00023493,6
11525,WBGene00021139,6
8792,WBGene00044429,6
14354,WBGene00008396,6
10650,WBGene00012519,6
11533,WBGene00017684,6
11535,WBGene00013285,6
14357,WBGene00005262,6
10642,WBGene00005298,6
8786,WBGene00077688,6
19598,WBGene00009263,6
10058,WBGene00002113,6
707,WBGene00006694,6
18657,WBGene00016580,6
24961,WBGene00006171,6
8783,WBGene00011840,6
11537,WBGene00007377,6
6549,WBGene00019887,6
8782,WBGene00012815,6
25036,WBGene00012938,6
25047,WBGene00044978,6
15775,WBGene00012300,6
706,WBGene00014093,6
18652,WBGene00015517,6
25051,WBGene00195232,6
18680,WBGene00012975,6
10299,WBGene00020772,6
8814,WBGene00005521,6
11683,WBGene00015142,6
19709,WBGene00219619,6
14227,WBGene00001665,6
19718,WBGene00014637,6
10053,WBGene00012416,6
8709,WBGene00008017,6
18718,WBGene00194785,6
18536,WBGene00235114,6
9226,WBGene00009828,6
8815,WBGene00013472,6
8716,WBGene00009571,6
10666,WBGene00012772,6
10071,WBGene00009411,6
6620,WBGene00005446,6
19704,WBGene00004834,6
14247,WBGene00017324,6
8706,WBGene00008703,6
24869,WBGene00013272,6
11495,WBGene00021290,6
6514,WBGene00017723,6
11494,WBGene00008077,6
18526,WBGene00017513,6
11653,WBGene00001389,6
15959,WBGene00020224,6
25280,WBGene00022581,6
6640,WBGene00012603,6
6642,WBGene00013328,6
18512,WBGene00219849,6
14427,WBGene00017117,6
10562,WBGene00022522,6
14434,WBGene00015977,6
24856,WBGene00003659,6
19567,WBGene00006006,6
19699,WBGene00019394,6
14248,WBGene00018377,6
15918,WBGene00002087,6
10584,WBGene00021400,6
8743,WBGene00005798,6
15862,WBGene00000706,6
24910,WBGene00022202,6
10596,WBGene00013640,6
14279,WBGene00008271,6
10659,WBGene00009410,6
10593,WBGene00008161,6
24908,WBGene00009789,6
19669,WBGene00249826,6
8816,WBGene00018432,6
9229,WBGene00011658,6
11504,WBGene00005751,6
9851,WBGene00022476,6
23551,WBGene00004197,6
11604,WBGene00011483,6
6520,WBGene00011360,6
18570,WBGene00010569,6
6607,WBGene00007949,6
19678,WBGene00235152,6
24893,WBGene00004793,6
19583,WBGene00045300,6
14267,WBGene00002987,6
15663,WBGene00007929,6
11617,WBGene00011877,6
14263,WBGene00005246,6
19694,WBGene00016648,6
19579,WBGene00044508,6
15656,WBGene00015919,6
8723,WBGene00005201,6
18550,WBGene00044421,6
11410,WBGene00011848,6
19816,WBGene00219322,6
19966,WBGene00023179,6
13996,WBGene00015578,6
11966,WBGene00010607,6
24647,WBGene00020067,6
10761,WBGene00016547,6
16322,WBGene00196465,6
11970,WBGene00010469,6
13943,WBGene00000042,6
9772,WBGene00018644,6
11972,WBGene00015040,6
16330,WBGene00194884,6
14556,WBGene00001594,6
6468,WBGene00008673,6
24644,WBGene00019382,6
14560,WBGene00006938,6
13932,WBGene00044538,6
16340,WBGene00219766,6
11981,WBGene00009085,6
22913,WBGene00046713,6
13928,WBGene00016328,6
1048,WBGene00012282,6
16348,WBGene00195022,6
10453,WBGene00005484,6
13920,WBGene00020906,6
19455,WBGene00015526,6
8907,WBGene00045500,6
18840,WBGene00044385,6
10090,WBGene00044359,6
16285,WBGene00014242,6
264,WBGene00005145,6
10494,WBGene00013778,6
9782,WBGene00020615,6
10493,WBGene00021233,6
24666,WBGene00044364,6
20000,WBGene00001674,6
10748,WBGene00016686,6
14543,WBGene00008212,6
6853,WBGene00012275,6
23015,WBGene00046136,6
10486,WBGene00019964,6
16314,WBGene00044449,6
9336,WBGene00015117,6
13981,WBGene00017389,6
11952,WBGene00015999,6
25720,WBGene00168905,6
8529,WBGene00003697,6
11400,WBGene00020239,6
15459,WBGene00007595,6
16309,WBGene00016537,6
6866,WBGene00001512,6
11960,WBGene00010463,6
11991,WBGene00001618,6
8922,WBGene00009363,6
9767,WBGene00005856,6
14593,WBGene00007482,6
24597,WBGene00002975,6
14582,WBGene00016350,6
12034,WBGene00018182,6
24585,WBGene00167469,6
6925,WBGene00045251,6
12041,WBGene00008723,6
10408,WBGene00006258,6
20086,WBGene00011719,6
18143,WBGene00014752,6
10251,WBGene00022757,6
6393,WBGene00198215,6
19441,WBGene00013155,6
24102,WBGene00014591,6
14595,WBGene00008095,6
14596,WBGene00015079,6
20100,WBGene00008924,6
12063,WBGene00018978,6
10396,WBGene00017959,6
13862,WBGene00017379,6
6949,WBGene00010258,6
10788,WBGene00044516,6
12069,WBGene00002211,6
10420,WBGene00005807,6
11371,WBGene00016693,6
15434,WBGene00009482,6
8931,WBGene00018434,6
10442,WBGene00020739,6
13908,WBGene00019552,6
8923,WBGene00021433,6
8465,WBGene00012035,6
11379,WBGene00016476,6
10438,WBGene00016857,6
10434,WBGene00005261,6
16376,WBGene00045150,6
16377,WBGene00023138,6
24623,WBGene00009750,6
22881,WBGene00049858,6
10775,WBGene00012915,6
6440,WBGene00220222,6
20066,WBGene00019403,6
14572,WBGene00018544,6
10773,WBGene00003770,6
18168,WBGene00010248,6
16391,WBGene00023140,6
18166,WBGene00077438,6
19444,WBGene00194891,6
16394,WBGene00022936,6
20072,WBGene00014079,6
6837,WBGene00020362,6
10796,WBGene00017399,6
8562,WBGene00020489,6
19988,WBGene00001721,6
8896,WBGene00045295,6
6820,WBGene00220261,6
14019,WBGene00045497,6
24682,WBGene00006315,6
6478,WBGene00017562,6
11911,WBGene00000760,6
14521,WBGene00013395,6
14003,WBGene00019287,6
6813,WBGene00013856,6
14020,WBGene00044047,6
14535,WBGene00011463,6
14534,WBGene00006475,6
14027,WBGene00007827,6
10259,WBGene00018059,6
9327,WBGene00015833,6
8556,WBGene00018587,6
19967,WBGene00023035,6
8549,WBGene00010315,6
10087,WBGene00018988,6
24676,WBGene00044306,6
16256,WBGene00002103,6
15494,WBGene00007447,6
7238,WBGene00005640,5
19450,WBGene00005115,5
10985,WBGene00015318,5
20545,WBGene00009047,5
21287,WBGene00047208,5
9711,WBGene00008474,5
11605,WBGene00022529,5
12705,WBGene00019548,5
19679,WBGene00249812,5
9964,WBGene00008479,5
12707,WBGene00005274,5
11104,WBGene00005565,5
10582,WBGene00018556,5
7619,WBGene00001664,5
21276,WBGene00050236,5
20540,WBGene00009019,5
12699,WBGene00012467,5
7244,WBGene00013527,5
10982,WBGene00016999,5
7606,WBGene00001107,5
19684,WBGene00019073,5
19675,WBGene00020641,5
12262,WBGene00006011,5
11102,WBGene00018385,5
28062,WBGene00046990,5
20186,WBGene00014789,5
6907,WBGene00008507,5
12738,WBGene00007854,5
21341,WBGene00167423,5
10042,WBGene00015877,5
12735,WBGene00017020,5
19664,WBGene00000561,5
9713,WBGene00019485,5
21336,WBGene00171747,5
2659,WBGene00008540,5
12733,WBGene00011359,5
10994,WBGene00015438,5
10592,WBGene00003673,5
12134,WBGene00008676,5
18807,WBGene00016187,5
7173,WBGene00206361,5
21329,WBGene00048960,5
10427,WBGene00019706,5
10365,WBGene00012425,5
11099,WBGene00017713,5
12139,WBGene00005958,5
9723,WBGene00020454,5
12354,WBGene00012590,5
6525,WBGene00044709,5
12721,WBGene00019222,5
27942,WBGene00046759,5
7027,WBGene00003774,5
11110,WBGene00013411,5
9907,WBGene00005912,5
6823,WBGene00255420,5
19939,WBGene00014402,5
11498,WBGene00009345,5
10116,WBGene00005968,5
11634,WBGene00010095,5
11636,WBGene00005245,5
11131,WBGene00004011,5
11427,WBGene00018534,5
11132,WBGene00005279,5
10951,WBGene00012163,5
10313,WBGene00015656,5
10314,WBGene00012332,5
17558,WBGene00012690,5
11134,WBGene00016776,5
9651,WBGene00009763,5
19717,WBGene00004840,5
10947,WBGene00012288,5
6518,WBGene00009600,5
18720,WBGene00005651,5
9738,WBGene00003679,5
12637,WBGene00013699,5
11645,WBGene00005038,5
18970,WBGene00007151,5
10946,WBGene00012709,5
11380,WBGene00044718,5
21099,WBGene00044006,5
11650,WBGene00014192,5
5698,WBGene00195244,5
12661,WBGene00020525,5
6893,WBGene00015549,5
19941,WBGene00023003,5
11112,WBGene00020877,5
14934,WBGene00005079,5
6615,WBGene00008539,5
7598,WBGene00001672,5
6594,WBGene00044802,5
19690,WBGene00004833,5
12363,WBGene00016370,5
19944,WBGene00014338,5
10363,WBGene00019559,5
12676,WBGene00007432,5
12287,WBGene00012384,5
11119,WBGene00020236,5
6521,WBGene00044663,5
21171,WBGene00005169,5
19454,WBGene00023331,5
20055,WBGene00043302,5
11408,WBGene00015071,5
20232,WBGene00014730,5
12669,WBGene00007408,5
10578,WBGene00015459,5
20237,WBGene00009249,5
19701,WBGene00220199,5
6898,WBGene00014245,5
27495,WBGene00046944,5
12665,WBGene00005234,5
20052,WBGene00044949,5
6595,WBGene00086562,5
10602,WBGene00013661,5
11336,WBGene00017860,5
11062,WBGene00003717,5
6937,WBGene00018188,5
12095,WBGene00006459,5
11022,WBGene00012233,5
10027,WBGene00018056,5
21475,WBGene00165164,5
6384,WBGene00045315,5
11058,WBGene00013071,5
19193,WBGene00022772,5
12097,WBGene00008524,5
12098,WBGene00021897,5
17383,WBGene00015777,5
20151,WBGene00195245,5
21459,WBGene00173382,5
11074,WBGene00021122,5
12047,WBGene00045097,5
12815,WBGene00007245,5
11342,WBGene00006179,5
11896,WBGene00019896,5
10630,WBGene00022267,5
11910,WBGene00012147,5
9922,WBGene00010165,5
20153,WBGene00206375,5
11067,WBGene00012055,5
2135,WBGene00006213,5
9616,WBGene00004171,5
21437,WBGene00047470,5
10401,WBGene00019315,5
12093,WBGene00019181,5
20142,WBGene00045163,5
20606,WBGene00003556,5
12860,WBGene00001625,5
10389,WBGene00018139,5
9602,WBGene00018457,5
27587,WBGene00165161,5
11411,WBGene00005501,5
19172,WBGene00005987,5
10648,WBGene00012542,5
11031,WBGene00013451,5
10381,WBGene00012378,5
11025,WBGene00044088,5
6326,WBGene00220149,5
19606,WBGene00006612,5
20116,WBGene00003580,5
20602,WBGene00077501,5
18123,WBGene00014805,5
12081,WBGene00007876,5
11269,WBGene00016831,5
19181,WBGene00235265,5
10102,WBGene00004170,5
18660,WBGene00000391,5
10398,WBGene00016051,5
6811,WBGene00006380,5
12055,WBGene00007314,5
6974,WBGene00008847,5
12089,WBGene00018414,5
11013,WBGene00011135,5
6559,WBGene00017014,5
9970,WBGene00022872,5
9746,WBGene00020614,5
12117,WBGene00009281,5
10611,WBGene00005929,5
10793,WBGene00012580,5
10422,WBGene00010950,5
11369,WBGene00005867,5
21380,WBGene00047560,5
6582,WBGene00001957,5
21379,WBGene00049023,5
10997,WBGene00005281,5
10606,WBGene00017878,5
12758,WBGene00019494,5
7010,WBGene00044115,5
11570,WBGene00013665,5
11517,WBGene00044314,5
11572,WBGene00016856,5
20071,WBGene00007668,5
6588,WBGene00017351,5
10605,WBGene00005358,5
21361,WBGene00049772,5
19069,WBGene00235385,5
20183,WBGene00009693,5
12013,WBGene00002105,5
6592,WBGene00008285,5
6593,WBGene00044801,5
12012,WBGene00015394,5
7668,WBGene00019840,5
21409,WBGene00167134,5
7004,WBGene00020737,5
10613,WBGene00044264,5
12774,WBGene00013498,5
26951,WBGene00045835,5
10029,WBGene00012526,5
11077,WBGene00005989,5
9984,WBGene00013772,5
12796,WBGene00015649,5
1059,WBGene00020266,5
10413,WBGene00020060,5
18633,WBGene00015560,5
20157,WBGene00219876,5
12108,WBGene00018752,5
10350,WBGene00010578,5
11555,WBGene00005357,5
11890,WBGene00021364,5
11262,WBGene00012940,5
11513,WBGene00019745,5
12295,WBGene00005429,5
6539,WBGene00019054,5
11084,WBGene00005533,5
9903,WBGene00006128,5
6571,WBGene00005795,5
9715,WBGene00021477,5
12114,WBGene00011022,5
10617,WBGene00022838,5
19593,WBGene00002224,5
12775,WBGene00005683,5
10804,WBGene00005304,5
11385,WBGene00219910,5
12165,WBGene00008855,5
10828,WBGene00018389,5
20009,WBGene00000524,5
20951,WBGene00219932,5
20444,WBGene00014883,5
20447,WBGene00045065,5
7158,WBGene00005113,5
7387,WBGene00206364,5
9777,WBGene00005812,5
11243,WBGene00005259,5
7381,WBGene00013399,5
12235,WBGene00007840,5
11208,WBGene00018825,5
10749,WBGene00009420,5
11465,WBGene00017412,5
18762,WBGene00016579,5
20463,WBGene00014925,5
12487,WBGene00019826,5
19803,WBGene00189961,5
20942,WBGene00043996,5
20466,WBGene00045202,5
12239,WBGene00019350,5
10343,WBGene00009869,5
10508,WBGene00000629,5
9880,WBGene00045128,5
10507,WBGene00006256,5
7131,WBGene00006744,5
20008,WBGene00007557,5
20926,WBGene00195317,5
19789,WBGene00018527,5
20012,WBGene00194908,5
20922,WBGene00013369,5
7291,WBGene00017266,5
11433,WBGene00006219,5
7284,WBGene00011675,5
12515,WBGene00009601,5
19026,WBGene00219599,5
12214,WBGene00020488,5
12220,WBGene00003724,5
11741,WBGene00009232,5
6500,WBGene00020637,5
10884,WBGene00008828,5
12275,WBGene00017278,5
6691,WBGene00007800,5
7110,WBGene00011380,5
10002,WBGene00005452,5
19986,WBGene00201427,5
19779,WBGene00012775,5
7160,WBGene00007288,5
10477,WBGene00010217,5
11756,WBGene00016517,5
11399,WBGene00008638,5
11250,WBGene00044523,5
18755,WBGene00023318,5
11296,WBGene00001542,5
12225,WBGene00007931,5
12505,WBGene00018798,5
12503,WBGene00008680,5
20953,WBGene00235259,5
17914,WBGene00255728,5
10495,WBGene00020773,5
19812,WBGene00206490,5
10114,WBGene00017502,5
11228,WBGene00019392,5
11940,WBGene00044658,5
19854,WBGene00198814,5
19000,WBGene00255469,5
7325,WBGene00017146,5
20861,WBGene00012620,5
12249,WBGene00044141,5
11819,WBGene00017000,5
10832,WBGene00004402,5
18937,WBGene00006623,5
11239,WBGene00019524,5
19864,WBGene00022967,5
11232,WBGene00018057,5
9889,WBGene00005782,5
19867,WBGene00014388,5
9937,WBGene00006196,5
7313,WBGene00009033,5
20502,WBGene00077441,5
11935,WBGene00016755,5
